,1231 TT Equity
,GHG_SCOPE_1
2012-12-31,2.946
2013-12-31,4.144
2014-12-31,4.969
2015-12-31,121.889
2016-12-31,7.236
2017-12-31,8.763
2018-12-31,8.688
2019-12-31,9.361
2020-12-31,9.059
2021-12-31,7.848
