,8566 JP Equity
,GHG_SCOPE_1
2014-03-31,0.555
2015-03-31,0.518
2016-03-31,0.489
2017-03-31,0.473
2018-03-31,0.44
2019-03-31,0.405
2020-03-31,0.379
2021-03-31,0.277
2022-03-31,0.292
