,4919 TT Equity
,GHG_SCOPE_1
2012-12-31,27.2
2013-12-31,28.2
2014-12-31,27.2
2015-12-31,27.9
2016-12-31,34.4
2017-12-31,39.1
2018-12-31,35.8
2019-12-31,35.8
2020-12-31,36.2
2021-12-31,37.795
