,7911 JP Equity
,GHG_SCOPE_1
2013-03-31,293.624
2014-03-31,278.907
2015-03-31,272.184
2016-03-31,257.916
2017-03-31,250.267
2018-03-31,425.695
2019-03-31,371.205
2020-03-31,346.326
2021-03-31,332.638
2022-03-31,380.193
