,6282 TT Equity
,GHG_SCOPE_1
2012-12-31,1.762
2013-12-31,0.202
2014-12-31,1.814
2015-12-31,1.776
2016-12-31,1.766
2017-12-31,1.615
2018-12-31,1.463
2019-12-31,1.468
2020-12-31,1.615
2021-12-31,2.208
