,1702 TT Equity
,GHG_SCOPE_1
2013-12-31,23.076
2014-12-31,68.177
2015-12-31,72.752
2016-12-31,75.656
2017-12-31,81.821
2018-12-31,74.477
2019-12-31,72.244
2020-12-31,73.505
2021-12-31,75.68
