,5711 JP Equity
,GHG_SCOPE_1
2013-03-31,10631.0
2014-03-31,10890.0
2015-03-31,10923.0
2016-03-31,10346.0
2017-03-31,10412.0
2018-03-31,10060.0
2019-03-31,9816.0
2020-03-31,9415.0
2021-03-31,9176.0
2022-03-31,9069.0
