,5227 TT Equity
,GHG_SCOPE_1
2013-12-31,0.766
2014-12-31,1.042
2015-12-31,1.428
2016-12-31,1.267
2017-12-31,0.805
2018-12-31,0.232
2019-12-31,0.348
2020-12-31,0.038
2021-12-31,0.494
