,051910 KS Equity
,GHG_SCOPE_1
2013-12-31,4827.19
2014-12-31,4663.83
2015-12-31,4925.75
2016-12-31,5248.66
2017-12-31,5270.02
2018-12-31,5419.17
2019-12-31,5544.04
2020-12-31,5389.21
2021-12-31,5856.59
