,1662 JP Equity
,GHG_SCOPE_1
2011-03-31,256.768
2012-03-31,220.687
2013-03-31,221.286
2014-03-31,198.164
2015-03-31,190.835
2016-03-31,177.79
2017-03-31,191.02
2018-03-31,329.553
2019-03-31,713.95
2020-03-31,771.882
2021-03-31,741.0
2022-03-31,554.0
