,9783 JP Equity
,GHG_SCOPE_1
2014-03-31,11.025
2015-03-31,8.779
2016-03-31,0.162
2017-03-31,1.794
2018-03-31,0.12
2019-03-31,0.088
2020-03-31,0.088
2021-03-31,0.076
2022-03-31,0.075
