,161390 KS Equity
,GHG_SCOPE_1
2013-12-31,252.343
2014-12-31,247.792
2015-12-31,250.838
2016-12-31,269.509
2017-12-31,267.94
2018-12-31,292.214
2019-12-31,264.163
2020-12-31,241.663
2021-12-31,240.785
