,9735 JP Equity
,GHG_SCOPE_1
2011-03-31,29.732
2013-03-31,29.56
2014-03-31,29.08
2015-03-31,28.13
2016-03-31,26.76
2017-03-31,44.48
2018-03-31,44.08
2019-03-31,54.46
2020-03-31,54.11
2021-03-31,58.052
2022-03-31,56.424
