,1605 TT Equity
,GHG_SCOPE_1
2012-12-31,127.006
2013-12-31,135.015
2014-12-31,141.826
2015-12-31,219.947
2016-12-31,224.581
2017-12-31,234.324
2018-12-31,250.11
2019-12-31,176.461
2020-12-31,190.294
2021-12-31,201.262
