,006400 KS Equity
,GHG_SCOPE_1
2011-12-31,81.0
2012-12-31,78.679
2013-12-31,86.1
2014-12-31,135.0
2016-12-31,99.846
2017-12-31,143.581
2018-12-31,154.704
2019-12-31,162.873
2020-12-31,183.925
2021-12-31,225.594
