,2618 TT Equity
,GHG_SCOPE_1
2012-12-31,4938.3
2013-12-31,5046.4
2014-12-31,5286.29
2015-12-31,5458.88
2016-12-31,5917.02
2017-12-31,6303.23
2018-12-31,6260.05
2019-12-31,6116.4
2020-12-31,4310.98
2021-12-31,4127.12
