,8069 TT Equity
,GHG_SCOPE_1
2012-12-31,7.621
2013-12-31,9.398
2014-12-31,7.453
2015-12-31,7.13
2016-12-31,6.84
2017-12-31,2.894
2018-12-31,2.832
2019-12-31,2.955
2020-12-31,2.943
2021-12-31,3.459
