,2883 TT Equity
,GHG_SCOPE_1
2013-12-31,1.297
2014-12-31,1.28
2015-12-31,1.78
2016-12-31,0.903
2017-12-31,0.823
2018-12-31,0.632
2019-12-31,0.874
2020-12-31,1.164
2021-12-31,1.759
