,096770 KS Equity
,GHG_SCOPE_1
2011-12-31,9661.0
2012-12-31,9324.0
2013-12-31,9113.0
2014-12-31,10091.0
2015-12-31,10539.0
2016-12-31,10522.7
2017-12-31,10515.9
2018-12-31,10442.1
2019-12-31,10117.6
2020-12-31,9703.85
2021-12-31,9008.83
