,6702 JP Equity
,GHG_SCOPE_1
2013-03-31,225.0
2014-03-31,216.0
2015-03-31,197.0
2016-03-31,189.0
2017-03-31,208.0
2018-03-31,198.0
2019-03-31,147.0
2020-03-31,87.0
2021-03-31,75.0
2022-03-31,70.0
