,2344 TT Equity
,GHG_SCOPE_1
2012-12-31,42.928
2013-12-31,39.659
2014-12-31,48.213
2015-12-31,51.725
2016-12-31,63.674
2017-12-31,62.318
2018-12-31,64.51
2019-12-31,65.749
2020-12-31,53.271
2021-12-31,38.76
