,2409 TT Equity
,GHG_SCOPE_1
2011-12-31,373.0
2012-12-31,331.465
2013-12-31,338.0
2014-12-31,336.0
2015-12-31,309.0
2016-12-31,261.0
2017-12-31,317.0
2018-12-31,320.0
2019-12-31,98.6
2020-12-31,102.27
2021-12-31,79.2
