,2002 TT Equity
,GHG_SCOPE_1
2011-12-31,21129.0
2012-12-31,20070.4
2013-12-31,19691.1
2014-12-31,19443.6
2015-12-31,20018.199
2016-12-31,21043.0
2017-12-31,20006.801
2018-12-31,20805.801
2019-12-31,20351.801
2020-12-31,18318.4
2021-12-31,20939.0
