,6501 JP Equity
,GHG_SCOPE_1
2013-03-31,860.0
2014-03-31,830.0
2015-03-31,810.0
2016-03-31,770.0
2017-03-31,1360.0
2018-03-31,2120.0
2019-03-31,1870.0
2020-03-31,1530.0
2021-03-31,1220.0
2022-03-31,1270.0
