,7267 JP Equity
,GHG_SCOPE_1
2012-03-31,1240.0
2013-03-31,1410.0
2014-03-31,1410.0
2015-03-31,1380.0
2016-03-31,1330.0
2017-03-31,1280.0
2018-03-31,1350.0
2019-03-31,1380.0
2020-03-31,1240.0
2021-03-31,1120.0
2022-03-31,1160.0
