,1220 TT Equity
,GHG_SCOPE_1
2013-12-31,28.962
2014-12-31,26.266
2015-12-31,34.005
2016-12-31,34.383
2017-12-31,21.481
2018-12-31,13.346
2019-12-31,15.876
2020-12-31,16.509
2021-12-31,15.926
