,1402 TT Equity
,GHG_SCOPE_1
2011-12-31,884.0
2012-12-31,866.0
2013-12-31,784.0
2014-12-31,925.0
2015-12-31,915.0
2016-12-31,755.0
2017-12-31,751.0
2018-12-31,715.0
2019-12-31,880.0
2020-12-31,1272.0
2021-12-31,1341.0
