,2439 TT Equity
,GHG_SCOPE_1
2013-12-31,2.263
2014-12-31,3.064
2015-12-31,2.509
2016-12-31,1.623
2017-12-31,0.441
2018-12-31,0.706
2019-12-31,0.625
2020-12-31,0.742
2021-12-31,0.891
