,1722 TT Equity
,GHG_SCOPE_1
2013-12-31,56.0
2014-12-31,46.0
2015-12-31,399.649
2016-12-31,422.618
2017-12-31,430.721
2018-12-31,428.454
2019-12-31,441.752
2020-12-31,483.869
2021-12-31,481.642
