,SO IM Equity
,GHG_SCOPE_1
2014-12-31,71.565
2015-12-31,74.669
2016-12-31,72.39
2017-12-31,71.532
2018-12-31,69.397
2019-12-31,66.177
2020-12-31,66.68
2021-12-31,52.28
