field_id,index,mnemonic,description,EQSdisp,EQSscreen,BQL,env,soc,gov,esgo,fr_bbggei,fr_eet,fr_eutax,fr_sdgs,fr_sfdr,fr_tcfd,source,issue1,issue2,theme1,theme2,is_esg,esgd,field_pop_rank,freq,bqlc_y2021,bqlc_y2020,bqlc_y2019,bqlc_y2018,bqlc_freq
BI309,12733,EU_TAX_EST_SC_REV_PCT,EU Taxonomy Estimated SC Revenue Percent,False,True,True,True,False,False,False,False,False,True,False,False,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,398.0,Yearly,6774.0,7381.0,7185.0,0.0,Yearly
BI310,12734,EU_TAX_EST_SC_REV_AMT,EU Taxonomy Estimated SC Revenue Amount,False,True,True,True,False,False,False,False,False,True,False,False,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,945.0,Yearly,6774.0,0.0,0.0,0.0,Yearly
BI311,12735,EU_TAX_EST_ELIGIBLE_REV_PCT,EU Taxonomy Estimated Eligible Revenue Percent,False,True,True,True,False,False,False,False,False,True,False,False,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,54.0,Yearly,50133.0,41515.0,39231.0,0.0,Yearly
BI312,12736,EU_TAX_EST_ELIGIBLE_REV_AMT,EU Taxonomy Estimated Eligible Revenue Amount,False,True,True,True,False,False,False,False,False,True,False,False,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,552.0,Yearly,50133.0,0.0,0.0,0.0,Yearly
BI313,12737,EU_TAX_EST_SC_ADP_REV_PCT,EU Taxonomy Estimated SC Adaptation Rev Pct,True,False,True,True,False,False,False,False,False,True,False,False,False,BLP,EnvironmentalSupplyChainManagement,GHGEmissionsManagement,ClimateChange,ValueChain,True,True,700.0,Yearly,5632.0,0.0,0.0,0.0,Yearly
BI314,12738,EU_TAX_EST_SC_ADP_REV_AMT,EU Taxonomy Estimated SC Adaptation Rev Amt,True,False,True,True,False,False,False,False,True,True,False,False,False,BLP,EnvironmentalSupplyChainManagement,GHGEmissionsManagement,ClimateChange,ValueChain,True,True,811.0,Yearly,5632.0,0.0,0.0,0.0,Yearly
BI315,12739,EU_TAX_EST_SC_MIT_REV_PCT,EU Taxonomy Estimated SC Mitigation Rev Pct,True,False,True,True,False,False,False,False,False,True,False,False,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,411.0,Yearly,2320.0,0.0,0.0,0.0,Yearly
BI316,12740,EU_TAX_EST_SC_MIT_REV_AMT,EU Taxonomy Estimated SC Mitigation Rev Amt,True,False,True,True,False,False,False,False,True,True,False,False,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,878.0,Yearly,2320.0,0.0,0.0,0.0,Yearly
BI349,12749,FOSSIL_FUEL_OPERATIONS_REV_AMT,Fossil Fuel Operations Revenue Amount,True,False,True,False,False,False,True,False,True,False,False,True,False,BLP,,,SectorExposure,,True,True,723.0,Yearly,50015.0,0.0,0.0,0.0,Yearly
BI350,12750,FOSSIL_FUEL_OPERATIONS_REV_PCT,Fossil Fuel Operations Revenue Percent,True,False,True,False,False,False,True,False,True,False,False,True,False,BLP,,,SectorExposure,,True,True,313.0,Yearly,50015.0,0.0,0.0,0.0,Yearly
CG072,15186,CEO_TENURE_AS_OF_FY_END,Chief Executive Officer Tenure as of FY End,True,False,True,False,False,True,False,False,False,False,False,False,False,BLP,PayPerformance,,Compensation,,True,True,100.0,Yearly,6950.0,6715.0,6592.0,6348.0,Yearly
CG600,15459,NUMBER_OF_DIRECTORS_ON_BOARD,Board Size,False,True,True,False,False,True,False,False,False,False,False,False,False,BLP,BoardOrganization,,BoardComposition,,True,True,110.0,Daily,14554.0,14485.0,12903.0,12838.0,Daily
CG604,15463,NUM_OF_NON_EMP_DIRECTORS_ON_BRD,Number of Non-Employee Directors on Board,True,False,True,False,False,True,False,False,False,False,False,False,False,BLP,BoardOrganization,,BoardComposition,,True,True,831.0,Daily,14501.0,14397.0,12800.0,12702.0,Daily
CG605,15464,SAME_PERSON_CEO_AND_CHMN,CEO Duality,False,True,True,False,False,True,False,False,False,False,False,False,False,BLP,Independence,,BoardComposition,,True,True,213.0,Daily,12010.0,12010.0,12010.0,12010.0,Daily
CG606,15465,COMPANY_HAS_EXECUTIVE_CHAIRMAN,Executive Chair (Y/N),False,True,True,False,False,True,False,False,False,False,False,False,False,BLP,PayPerformance,,Compensation,,True,True,581.0,Daily,12881.0,12881.0,12881.0,12881.0,Daily
CG611,15470,BOD_AGE_RANGE,Board Age Range,False,True,True,False,False,True,False,False,False,False,False,False,False,BLP,BoardDiversity,,BoardComposition,,True,True,114.0,Daily,12194.0,12066.0,10401.0,10211.0,Daily
CG612,15471,BOD_AVERAGE_AGE,Board Average Age,False,True,True,False,False,True,False,False,False,False,False,False,False,BLP,BoardDiversity,,BoardComposition,,True,True,271.0,Daily,12194.0,12066.0,10401.0,10211.0,Daily
CG613,15472,NUMBER_OF_EXECUTIVES,Number of Executives,True,False,True,False,False,True,False,False,False,False,False,False,False,BLP,BoardOrganization,,BoardComposition,,True,True,610.0,Daily,14516.0,14414.0,12815.0,12714.0,Daily
CG614,15473,NUMBER_OF_MEMBERS_OF_AUD_CMTE,Size of Audit Committee,False,True,True,False,False,True,False,False,False,False,False,False,False,BLP,BoardCommittees,,BoardComposition,,True,True,864.0,Daily,14501.0,14397.0,12800.0,12702.0,Daily
CG616,15475,NUM_OF_NON_EXEC_MEMB_OF_AUD_CMTE,Number of Non-Executives on Audit Committee,True,False,True,False,False,True,False,False,False,False,False,False,False,BLP,Independence,,BoardComposition,,True,True,1061.0,Daily,11307.0,10936.0,9605.0,8718.0,Daily
CG617,15476,NUM_OF_MEMBERS_OF_CMPNSTN_CMTE,Number of Members of Compensation Committee,False,True,True,False,False,True,False,False,False,False,False,False,False,BLP,BoardCommittees,,BoardComposition,,True,True,640.0,Daily,14501.0,14397.0,12803.0,12705.0,Daily
CG622,15481,NUM_EXEC_MEMBERS_NOM_CMTE,Number of Executives on Nomination Committee,True,False,True,False,False,True,False,False,False,False,False,False,False,BLP,BoardCommittees,,BoardComposition,,True,True,743.0,Daily,9578.0,9242.0,7943.0,6825.0,Daily
CG625,15484,NUMBER_OF_WOMEN_DIRECTORS_ON_BRD,Number of Women Directors on Board,True,False,True,False,False,True,False,False,False,False,False,False,False,BLP,BoardDiversity,,BoardComposition,,True,True,481.0,Daily,14274.0,14114.0,12532.0,12173.0,Daily
CG627,15486,PCT_BRD_MEMBERS_THAT_ARE_WOMEN,Percent of Board Members that are Women,True,False,True,False,False,True,False,False,True,False,False,True,False,BLP,BoardDiversity,,BoardComposition,,True,True,103.0,Daily,,,,,
CG628,15487,CEO_OR_EQUIVALENT_A_WOMAN,Chief Executive Officer or Equivalent a Woman,True,False,True,False,False,True,False,False,False,False,False,False,False,BLP,,,ExecutiveStructure,,True,True,633.0,Daily,10909.0,10909.0,10909.0,10909.0,Daily
CG629,15488,CHAIRMAN_OR_EQUIVALENT_A_WOMAN,Chairman or Equivalent a Woman,True,False,True,False,False,True,False,False,False,False,False,False,False,BLP,BoardDiversity,,BoardComposition,,True,True,685.0,Daily,12846.0,12846.0,12846.0,12846.0,Daily
DT469,17033,GB_PROJECT_SELECTION_PROCESS,ESG Project Selection Process,False,False,True,True,False,False,False,False,False,False,False,False,False,BLP,,,,,True,True,85.0,Yearly,1432.0,763.0,563.0,273.0,Yearly
DT470,17034,GB_MANAGEMENT_PROCEEDS,ESG Management Proceeds,False,False,True,True,False,False,False,False,False,False,False,False,False,BLP,,,,,True,True,86.0,Yearly,1432.0,752.0,559.0,260.0,Yearly
DT471,17035,GB_REPORTING,ESG Reporting,False,False,True,True,False,False,False,False,False,False,False,False,False,BLP,,,,,True,True,87.0,Yearly,1421.0,727.0,549.0,434.0,Yearly
DT472,17036,GB_ASSURANCE_PROVIDERS,ESG Assurance Providers,False,False,True,True,False,False,False,False,False,False,False,False,False,BLP,,,,,True,True,88.0,Yearly,1310.0,648.0,505.0,226.0,Yearly
DT607,17126,GREEN_BOND_LOAN_INDICATOR,Green Bond/Loan Indicator,False,False,True,True,False,False,False,False,False,False,False,False,False,BLP,,,,,True,True,40.0,Yearly,1486.0,1013.0,884.0,521.0,Yearly
DW375,17829,SOCIAL_BOND_IND,Social Instrument Indicator,False,False,True,False,True,False,False,False,False,False,False,False,False,BLP,,,,,True,True,41.0,Yearly,193.0,104.0,39.0,18.0,Yearly
DW376,17830,SUSTAINABILITY_BOND_IND,Sustainability Instrument Indicator,False,False,True,False,False,False,True,False,False,False,False,False,False,BLP,,,,,True,True,42.0,Yearly,280.0,101.0,67.0,28.0,Yearly
DW414,17843,SUSTNABILTY_LINKD_INDCTR,Sustainability Linked Indicator,False,False,True,False,False,False,True,False,False,False,False,False,False,BLP,,,,,True,True,43.0,Yearly,621.0,161.0,132.0,35.0,Yearly
DW421,17848,SUSTNABILTY_LINKD_START_DT,Sustainability Linked Start Date,False,False,True,False,False,False,True,False,False,False,False,False,False,BLP,,,,,True,True,2613.0,Yearly,442.0,136.0,128.0,34.0,Yearly
DW422,17849,SUSTNABILTY_LINKD_END_DT,Sustainability Linked End Date,False,False,True,False,False,False,True,False,False,False,False,False,False,BLP,,,,,True,True,2614.0,Yearly,,,,,
DW530,17876,DEBT_ESG_DATA_COVRGE_TICKR,Debt to ESG Data Coverage Ticker,False,False,True,False,False,False,True,False,False,False,False,False,False,BLP,,,,,True,True,2615.0,,,,,,
DW810,17925,SELF_REPRTD_GREEN_INSTR_INDCTR,Self-Reported Green Instrument Indicator,False,False,True,True,False,False,False,False,False,False,False,False,False,BLP,,,,,True,True,2617.0,Yearly,,,,,
DW811,17926,SELF_REPRTD_SOCL_INSTRMNT_INDCTR,Self-Reported Social Instrument Indicator,False,False,True,False,True,False,False,False,False,False,False,False,False,BLP,,,,,True,True,2618.0,Yearly,,,,,
DW812,17927,SELF_REPRTD_SUSTAIN_INSTR_INDCTR,Self-Reported Sustainability Instrument Indicator,False,False,True,False,False,False,True,False,False,False,False,False,False,BLP,,,,,True,True,2619.0,Yearly,,,,,
DW813,17928,SELF_REPRTD_SUSTAIN_LINKD_INDCTR,Self-Reported Sustainability linked Indicator,False,False,True,False,False,False,True,False,False,False,False,False,False,BLP,,,,,True,True,2620.0,Yearly,,,,,
DW814,17929,SELF_REPRTD_TRANS_INSTR_INDCTR,Self-Reported Transition Instrument Indicator,False,False,True,True,False,False,False,False,False,False,False,False,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,2621.0,Yearly,,,,,
DW815,17930,TRANSITION_INSTRUMENT_INDICATOR,Transition Instrument Indicator,False,False,True,True,False,False,False,False,False,False,False,False,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,44.0,Yearly,,,,,
DW892,17955,ESG_PROJECT_CATEGORY,ESG Project Category,False,False,True,False,False,False,True,False,False,False,False,False,False,BLP,,,,,True,True,2622.0,Yearly,,,,,
DW893,17956,ESG_PROJECT_SUBCATEGORY,ESG Project Subcategory,False,False,True,False,False,False,True,False,False,False,False,False,False,BLP,,,,,True,True,2623.0,Yearly,,,,,
DW894,17957,SUSTAINABLE_DEVELOPMENT_GOALS,Sustainable Development Goals,False,False,True,False,False,False,True,False,False,False,False,False,False,BLP,,,,,True,True,2624.0,Yearly,,,,,
DW895,17958,EU_TAX_ALIGNED_USE_PROCEEDS_PCT,EU Taxonomy Aligned Use of Proceeds Percentage,False,False,True,True,False,False,False,False,True,True,False,True,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,2625.0,Yearly,,,,,
DW896,17959,SUSTAINABILITY_LINKED_KPI,Sustainability Linked Key Performance Indicator,False,False,True,False,False,False,True,False,False,False,False,False,False,BLP,,,,,True,True,2626.0,Yearly,,,,,
DW897,17960,SUSTAINABILITY_LINKED_METRC_SCRE,Sustainability Linked Metric or Score,False,False,True,False,False,False,True,False,False,False,False,False,False,BLP,,,,,True,True,2627.0,Yearly,,,,,
DZ662,20057,BNEF_NEW_ENERGY_EXPOSURE_RATING,BNEF New Energy Exposure Rating,False,True,True,True,False,False,False,False,False,False,False,False,False,BLP,ClimateExposure,,ClimateChange,,True,True,2628.0,Ad hoc,,,,,
EG001,20351,GHG_SCOPE_1_ESTIMATE,GHG Scope 1 Estimate,True,False,True,True,False,False,False,False,False,False,False,True,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,20.0,Weekly,47273.0,56390.0,56450.0,55597.0,Weekly
EG002,20352,GHG_SCOPE_2_ESTIMATE,GHG Scope 2 Estimate,True,False,True,True,False,False,False,False,False,False,False,True,False,BLP,EnergyManagement,GHGEmissionsManagement,ClimateChange,Energy,True,True,21.0,Weekly,47273.0,56390.0,56450.0,55597.0,Weekly
EG003,20353,GHG_SCOPE_3_ESTIMATE,GHG Scope 3 Estimate,True,False,True,True,False,False,False,False,False,False,False,False,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,22.0,Weekly,,,,,
EG004,20354,GHG_SCOPE_1_ESTIMATE_25TH_PCTL,GHG Scope 1 Estimate 25th Percentile,True,False,True,True,False,False,False,False,False,False,False,False,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,1499.0,Weekly,,,,,
EG005,20355,GHG_SCOPE_1_ESTIMATE_50TH_PCTL,GHG Scope 1 Estimate 50th Percentile,True,False,True,True,False,False,False,False,False,False,False,False,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,1303.0,Weekly,,,,,
EG006,20356,GHG_SCOPE_1_ESTIMATE_75TH_PCTL,GHG Scope 1 Estimate 75th Percentile,True,False,True,True,False,False,False,False,False,False,False,False,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,1472.0,Weekly,,,,,
EG007,20357,GHG_SCOPE_1_ESTIMATE_99TH_PCTL,GHG Scope 1 Estimate 99th Percentile,True,False,True,True,False,False,False,False,False,False,False,False,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,1508.0,Weekly,,,,,
EG008,20358,GHG_SCOPE_2_ESTIMATE_25TH_PCTL,GHG Scope 2 Estimate 25th Percentile,True,False,True,True,False,False,False,False,False,False,False,False,False,BLP,EnergyManagement,GHGEmissionsManagement,ClimateChange,Energy,True,True,1507.0,Weekly,,,,,
EG009,20359,GHG_SCOPE_2_ESTIMATE_50TH_PCTL,GHG Scope 2 Estimate 50th Percentile,True,False,True,True,False,False,False,False,False,False,False,False,False,BLP,EnergyManagement,GHGEmissionsManagement,ClimateChange,Energy,True,True,1331.0,Weekly,,,,,
EG010,20360,GHG_SCOPE_2_ESTIMATE_75TH_PCTL,GHG Scope 2 Estimate 75th Percentile,True,False,True,True,False,False,False,False,False,False,False,False,False,BLP,EnergyManagement,GHGEmissionsManagement,ClimateChange,Energy,True,True,1454.0,Weekly,,,,,
EG011,20361,GHG_SCOPE_2_ESTIMATE_99TH_PCTL,GHG Scope 2 Estimate 99th Percentile,True,False,True,True,False,False,False,False,False,False,False,False,False,BLP,EnergyManagement,GHGEmissionsManagement,ClimateChange,Energy,True,True,1477.0,Weekly,,,,,
EG012,20362,GHG_ESTIMATE_CONFIDENCE_SCORE,GHG Estimate Confidence Score,True,False,True,True,False,False,False,False,False,False,False,False,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,388.0,Weekly,,,,,
EG016,20366,GHG_SCOPE_1_2_ESTIMATE,Greenhouse Gas Scope 1 & 2 Estimate,True,False,True,True,False,False,False,False,False,False,False,True,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,122.0,Weekly,47273.0,56390.0,56450.0,55597.0,Weekly
EG017,20367,GHG_SCOPE_1_ESTIMATE_WATERFALL,Greenhouse Gas Scope 1 Estimate Waterfall,True,False,True,True,False,False,False,False,True,False,False,True,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,26.0,Weekly,50512.0,56412.0,56474.0,55603.0,Weekly
EG018,20368,GHG_SCOPE_2_ESTIMATE_WATERFALL,Greenhouse Gas Scope 2 Estimate Waterfall,True,False,True,True,False,False,False,False,True,False,False,True,False,BLP,EnergyManagement,GHGEmissionsManagement,ClimateChange,Energy,True,True,27.0,Weekly,50513.0,56412.0,56474.0,55603.0,Weekly
EG019,20369,GHG_SCOPE_1_2_ESTIMATE_WATERFALL,Greenhouse Gas Scope 1 & 2 Estimate Waterfall,True,False,True,True,False,False,False,False,False,False,False,False,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,23.0,Weekly,50514.0,56413.0,56475.0,55606.0,Weekly
EG020,20370,GHG_SCOPE_1_2_PER_SALES,Greenhouse Gas Scope 1 & 2 Waterfall Per Sales,True,False,True,True,False,False,False,False,True,False,False,True,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,140.0,Weekly,43723.0,52881.0,52991.0,52247.0,Weekly
EG021,20371,GHG_ESTIMATE_PERCENTILE,GHG Estimate Percentile,True,False,True,True,False,False,False,False,False,False,False,False,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,1430.0,Weekly,,,,,
EG022,20372,GHG_SCOPE_1_2_PER_EVIC,Greenhouse Gas Scope 1 & 2 Waterfall Per EVIC,True,False,True,True,False,False,False,False,True,False,False,True,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,184.0,Weekly,44122.0,47953.0,46323.0,45113.0,Weekly
EG023,20373,GHG_ESTIMATE_COVERAGE_COMPANY_ID,GHG Estimate Coverage Company Identifier,True,False,True,True,False,False,False,False,False,False,False,False,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,1635.0,Weekly,,,,,
EG024,20374,GHG_ESTIMATE_COVERAGE_TICKER,GHG Estimate Coverage Ticker,True,False,True,True,False,False,False,False,False,False,False,False,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,401.0,Weekly,,,,,
EG025,20375,GHG_EMISSIONS_DATA_TYPE,GHG Emissions Data Type,True,False,True,True,False,False,False,False,False,False,False,False,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,25.0,Weekly,,,,,
EG030,20380,GHG_SCOPE_3_ESTIMATE_WATERFALL,Greenhouse Gas Scope 3 Estimate Waterfall,True,False,True,True,False,False,False,False,True,False,False,True,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,332.0,Weekly,,,,,
EG031,20381,EU_TAX_EST_DNSH_WASTE_LVL_2,EU Taxonomy Estimated DNSH Waste Level 2,True,False,True,True,False,False,False,False,False,True,False,False,False,BLP,WasteManagement,,NaturalCapital,,True,True,817.0,Yearly,4488.0,0.0,0.0,0.0,Yearly
EG032,20382,EU_TAX_EST_DNSH_POLLUTION_LVL_2,EU Taxonomy Estimated DNSH Pollution Level 2,True,False,True,True,False,False,False,False,False,True,False,False,False,BLP,,,NaturalCapital,,True,True,827.0,Yearly,3655.0,0.0,0.0,0.0,Yearly
EG033,20383,EU_TAX_EST_DNSH_BIODIV_LVL_2,EU Taxonomy Estimated DNSH Biodiversity Level 2,True,False,True,True,False,False,False,False,False,True,False,False,False,BLP,EcologicalImpact,,NaturalCapital,,True,True,754.0,Yearly,3657.0,0.0,0.0,0.0,Yearly
EG034,20384,EU_TAX_EST_DNSH_WATER_LVL_2,EU Taxonomy Estimated DNSH Water Level 2,True,False,True,True,False,False,False,False,False,True,False,False,False,BLP,WaterManagement,,NaturalCapital,,True,True,828.0,Yearly,4088.0,0.0,0.0,0.0,Yearly
EG035,20385,EU_TAX_EST_DNSH_ADP_LVL_2,EU Taxonomy Estimated DNSH Adaptation Level 2,True,False,True,True,False,False,False,False,False,True,False,False,False,BLP,,,ClimateChange,,True,True,748.0,Yearly,5585.0,0.0,0.0,0.0,Yearly
EG036,20386,EU_TAX_EST_DNSH_MIT_LVL_2,EU Taxonomy Estimated DNSH Mitigation Level 2,True,False,True,True,False,False,False,False,False,True,False,False,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,773.0,Yearly,2550.0,0.0,0.0,0.0,Yearly
EG038,20388,EU_TAX_EST_DNSH_ADP_LVL_1,EU Taxonomy Estimated DNSH Adaptation Level 1,True,False,True,True,False,False,False,False,False,True,False,False,False,BLP,,,ClimateChange,,True,True,603.0,Yearly,14159.0,0.0,0.0,0.0,Yearly
EG039,20389,EU_TAX_EST_DNSH_BIODIV_LVL_1,EU Taxonomy Estimated DNSH Biodiversity Level 1,True,False,True,True,False,False,False,False,False,True,False,False,False,BLP,EcologicalImpact,,NaturalCapital,,True,True,516.0,Yearly,14159.0,0.0,0.0,0.0,Yearly
EG040,20390,EU_TAX_EST_DNSH_MIT_LVL_1,EU Taxonomy Estimated DNSH Mitigation Level 1,True,False,True,True,False,False,False,False,False,True,False,False,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,647.0,Yearly,14159.0,0.0,0.0,0.0,Yearly
EG041,20391,EU_TAX_EST_DNSH_POLLUTION_LVL_1,EU Taxonomy Estimated DNSH Pollution Level 1,True,False,True,True,False,False,False,False,False,True,False,False,False,BLP,,,NaturalCapital,,True,True,582.0,Yearly,14159.0,0.0,0.0,0.0,Yearly
EG042,20392,EU_TAX_EST_DNSH_WASTE_LVL_1,EU Taxonomy Estimated DNSH Waste Level 1,True,False,True,True,False,False,False,False,False,True,False,False,False,BLP,WasteManagement,,NaturalCapital,,True,True,599.0,Yearly,14159.0,0.0,0.0,0.0,Yearly
EG043,20393,EU_TAX_EST_DNSH_WATER_LVL_1,EU Taxonomy Estimated DNSH Water Level 1,True,False,True,True,False,False,False,False,False,True,False,False,False,BLP,WaterManagement,,NaturalCapital,,True,True,519.0,Yearly,14159.0,0.0,0.0,0.0,Yearly
EG055,20399,GHG_SCOPE_1_2_3_WATERFALL,Greenhouse Gas Scope 1 2 & 3 Waterfall,True,False,True,True,False,False,False,False,True,False,False,True,True,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,24.0,Weekly,,,,,
ES001,20483,DIRECT_CO2_EMISSIONS,Direct CO2 Emissions,False,True,True,True,False,False,False,False,False,False,False,False,True,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,91.0,Yearly,684.0,1019.0,948.0,835.0,Yearly
ES002,20484,INDIRECT_CO2_EMISSIONS,Indirect CO2 Emissions,False,True,True,True,False,False,False,False,False,False,False,False,True,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,112.0,Yearly,496.0,602.0,577.0,500.0,Yearly
ES003,20485,TOTAL_CO2_EMISSIONS,Total CO2 Emissions,False,True,True,True,False,False,False,False,False,False,False,False,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,57.0,Yearly,973.0,1230.0,1239.0,1172.0,Yearly
ES005,20487,TOTAL_GHG_EMISSIONS,Total GHG Emissions,False,True,True,True,False,False,False,False,True,False,False,False,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,12.0,Yearly,3863.0,4747.0,4250.0,3502.0,Yearly
ES006,20488,SCOPE_3_BUSINESS_TRVL_EMISSIONS,Scope 3 Business Travel Emissions,False,True,True,True,False,False,False,False,False,False,False,False,False,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,376.0,Yearly,1411.0,1701.0,1469.0,1186.0,Yearly
ES007,20489,NOX_EMISSIONS,Nitrogen Oxide Emissions,False,True,True,True,False,False,False,False,False,False,True,True,True,BLP,AirQuality,,NaturalCapital,,True,True,157.0,Yearly,1551.0,1848.0,1717.0,1525.0,Yearly
ES008,20490,SO2_EMISSIONS,Sulphur Dioxide Emissions,False,True,True,True,False,False,False,False,False,False,False,False,True,BLP,AirQuality,,NaturalCapital,,True,True,241.0,Yearly,723.0,798.0,772.0,698.0,Yearly
ES009,20491,VOC_EMISSIONS,VOC Emissions,False,True,True,True,False,False,False,False,False,False,False,True,True,BLP,AirQuality,,NaturalCapital,,True,True,233.0,Yearly,674.0,793.0,725.0,619.0,Yearly
ES010,20492,CARBON_MONOXIDE_EMISSIONS,Carbon Monoxide Emissions,False,True,True,True,False,False,False,False,False,False,False,True,True,BLP,AirQuality,,NaturalCapital,,True,True,281.0,Yearly,185.0,240.0,227.0,202.0,Yearly
ES011,20493,METHANE_EMISSIONS,Methane Emissions,False,True,True,True,False,False,False,False,False,False,False,False,True,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,207.0,Yearly,335.0,651.0,580.0,523.0,Yearly
ES012,20494,ODS_EMISSIONS,ODS Emissions,False,True,True,True,False,False,False,False,False,False,False,True,True,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,280.0,Yearly,134.0,171.0,174.0,154.0,Yearly
ES013,20495,PARTICULATE_EMISSIONS,Particulate Emissions,False,True,True,True,False,False,False,False,False,False,False,True,True,BLP,AirQuality,,NaturalCapital,,True,True,242.0,Yearly,1113.0,1284.0,1180.0,1000.0,Yearly
ES014,20496,ENERGY_CONSUMPTION,Total Energy Consumption,False,True,True,True,False,False,False,False,False,False,True,False,True,BLP,EnergyManagement,,Energy,,True,True,30.0,Yearly,4189.0,5157.0,4702.0,4004.0,Yearly
ES015,20497,RENEW_ENERGY_USE,Renewable Energy Use,False,True,True,True,False,False,False,False,False,False,True,True,True,BLP,EnergyManagement,,Energy,,True,True,81.0,Yearly,1619.0,1988.0,1713.0,1351.0,Yearly
ES016,20498,TOTAL_WATER_USE,Total Water Use,False,True,True,True,False,False,False,False,False,False,True,True,True,BLP,WaterManagement,,NaturalCapital,,True,True,38.0,Yearly,2702.0,3305.0,3143.0,2771.0,Yearly
ES017,20499,PCT_WATER_RECYCLED,Pct Water Recycled,False,True,True,True,False,False,False,False,False,False,False,True,True,BLP,WaterManagement,,NaturalCapital,,True,True,197.0,Yearly,335.0,448.0,437.0,405.0,Yearly
ES018,20500,DISCHARGE_TO_WATER,Discharges to Water,False,True,True,True,False,False,False,False,True,False,False,True,False,BLP,WaterManagement,,NaturalCapital,,True,True,196.0,Yearly,287.0,335.0,337.0,297.0,Yearly
ES019,20501,HAZARDOUS_WASTE,Hazardous Waste,False,True,True,True,False,False,False,False,True,False,True,True,False,BLP,WasteManagement,,NaturalCapital,,True,True,55.0,Yearly,2084.0,2456.0,2256.0,1896.0,Yearly
ES020,20502,TOTAL_WASTE,Total Waste,False,True,True,True,False,False,False,False,False,False,True,True,False,BLP,WasteManagement,,NaturalCapital,,True,True,36.0,Yearly,3222.0,3766.0,3516.0,3000.0,Yearly
ES021,20503,WASTE_RECYCLED,Waste Recycled,False,True,True,True,False,False,False,False,True,False,True,True,False,BLP,WasteManagement,,NaturalCapital,,True,True,127.0,Yearly,2089.0,2532.0,2394.0,2065.0,Yearly
ES022,20504,PAPER_CONSUMPTION,Paper Consumption,False,True,True,True,False,False,False,False,False,False,False,False,False,BLP,,,NaturalCapital,,True,True,530.0,Yearly,640.0,742.0,707.0,641.0,Yearly
ES023,20505,PAPER_RECYCLED,Paper Recycled,False,True,True,True,False,False,False,False,False,False,False,False,False,BLP,WasteManagement,,NaturalCapital,,True,True,545.0,Yearly,282.0,367.0,348.0,306.0,Yearly
ES025,20506,RAW_MAT_USED,Raw Materials Used,False,True,True,True,False,False,False,False,False,False,False,False,False,BLP,EnvironmentalSupplyChainManagement,,ValueChain,,True,True,285.0,Yearly,627.0,760.0,748.0,710.0,Yearly
ES026,20507,PCT_RECYCLED_MATERIALS,Pct Recycled Materials,False,True,True,True,False,False,False,False,False,False,True,False,False,BLP,EnvironmentalSupplyChainManagement,,ValueChain,,True,True,262.0,Yearly,152.0,194.0,173.0,133.0,Yearly
ES027,20508,GAS_FLARING,Gas Flaring,False,True,True,True,False,False,False,False,False,False,False,False,True,BLP,GHGEmissionsManagement,,ClimateChange,,True,True,546.0,Yearly,65.0,124.0,114.0,93.0,Yearly
ES028,20509,NUMBER_SPILLS,Number of  Spills,False,True,True,True,False,False,False,False,False,False,False,False,False,BLP,EcologicalImpact,,NaturalCapital,,True,True,305.0,Yearly,327.0,422.0,378.0,315.0,Yearly
