field_id,index,mnemonic,description,EQSdisp,EQSscreen,BQL,env,soc,gov,esgo,fr_bbggei,fr_eet,fr_eutax,fr_sdgs,fr_sfdr,fr_tcfd,source,issue1,issue2,theme1,theme2,is_esg,esgd,field_pop_rank,freq,bqlc_y2021,bqlc_y2020,bqlc_y2019,bqlc_y2018,bqlc_freq
ES597,20930,CDP_INCENT_CHG_MONETARY_REWARDS,Incent for Climate Chg Linked to Monetary Rewards,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,678.0,Yearly,428.0,1514.0,1642.0,1588.0,Yearly
ES598,20931,CDP_ENTITLED_INCENT_CLIMATE_CH,People Entitled to Incentives Based on Climate Chg,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,588.0,Yearly,446.0,1558.0,1687.0,1588.0,Yearly
ES604,20932,CDP_ENG_POLICYMAKERS_CLIMATE_CHG,Engagement w/Plcymkrs on Responses to Climate Chg,False,True,True,True,False,False,False,False,False,False,False,False,False,CDP,,,ClimateChange,,True,True,554.0,Yearly,532.0,1882.0,2070.0,1885.0,Yearly
ES606,20933,CDP_CO_USES_GHG_OTH_METHODOLOGY,Co Uses GHG/other Methodology,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,737.0,Yearly,552.0,1949.0,2140.0,1955.0,Yearly
ES612,20934,CDP_REPORTED_CO2,CDP Reported CO2 (Metric Tonnes),False,True,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,518.0,Yearly,317.0,1091.0,1190.0,1153.0,Yearly
ES613,20935,CDP_REPORTING_YR_START_DATE,Start Date of CDP Reporting Year,False,True,True,True,False,False,False,False,False,False,False,False,False,CDP,,,ClimateChange,,True,True,706.0,Yearly,,,,,
ES614,20936,CDP_REPORTING_YR_END_DATE,End Date of CDP Reporting Year,False,True,True,True,False,False,False,False,False,False,False,False,False,CDP,,,ClimateChange,,True,True,609.0,Yearly,,,,,
ES615,20937,CDP_SURVEY_YEAR,CDP Survey Year,False,True,True,True,False,False,False,False,False,False,False,False,False,CDP,,,ClimateChange,,True,True,297.0,Yearly,556.0,1965.0,2154.0,1985.0,Yearly
ES616,20938,CDP_REPORTED_FISCAL_YEAR,CDP Reported Fiscal Year,False,True,True,True,False,False,False,False,False,False,False,False,False,CDP,,,ClimateChange,,True,True,645.0,Yearly,556.0,1965.0,2154.0,1969.0,Yearly
ES618,20939,CDP_REPORTING_BOUNDARIES,CDP Reporting Boundaries,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,1496.0,Yearly,556.0,1965.0,2154.0,1903.0,Yearly
ES620,20940,CDP_FUEL_USED_BIODIESELS,CDP Fuel Used - Biodiesels,False,True,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyManagement,,Energy,,True,True,1253.0,Yearly,13.0,129.0,111.0,97.0,Yearly
ES621,20941,CDP_FUEL_USED_BIOGAS,CDP Fuel Used - Biogas,False,True,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyManagement,,Energy,,True,True,1180.0,Yearly,8.0,91.0,85.0,75.0,Yearly
ES622,20942,CDP_FUEL_USED_CRUDE_OIL,CDP Fuel Used - Crude Oil,False,True,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyManagement,,Energy,,True,True,668.0,Yearly,5.0,17.0,19.0,21.0,Yearly
ES624,20943,CDP_LEVEL_OF_UNCERTAINTY_SCOPE_1,CDP Level of Uncertainty Scope 1 Emissions,False,True,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,806.0,Yearly,,,,,
ES625,20944,CDP_LEVEL_OF_UNCERTAINTY_SCOPE_2,CDP Level of Uncertainty Scope 2 Emissions,False,True,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,808.0,Yearly,,,,,
ES626,20945,CDP_ENERGY_CERTS_RETIRED,CDP Energy Certificates Retired,False,True,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyManagement,,Energy,,True,True,1409.0,Yearly,,,,,
ES628,20946,CDP_PCT_DATA_VERIFIED_SCOPE_1,CDP Percentage Data Verified Scope 1,False,True,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,356.0,Yearly,371.0,1389.0,1471.0,1299.0,Yearly
ES629,20947,CDP_PCT_DATA_VERIFIED_SCOPE_2,CDP Percentage Data Verified Scope 2,False,True,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,500.0,Yearly,366.0,1339.0,1411.0,1240.0,Yearly
ES630,20948,CDP_PCT_DATA_VERIFIED_SCOPE_3,CDP Percentage Data Verified Scope 3,False,True,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,786.0,Yearly,,,,,
ES633,20949,CDP_RESPONSE_STATUS,CDP Response Status,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,,,ClimateChange,,True,True,499.0,Yearly,561.0,1970.0,4767.0,2185.0,Yearly
ES634,20950,CDP_PERFORMANCE_SCORE,CDP Climate Change Performance Score,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,135.0,Yearly,,,,,
ES635,20951,CDP_CLMT_CHG_INTEG_IN_BUSN_STR,CDP Clmt Change Integrated in Business Strategy,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,ClimateExposure,,ClimateChange,,True,True,337.0,Yearly,550.0,1959.0,2147.0,1974.0,Yearly
ES636,20952,CDP_EX_CLMT_CHG_INT_IN_BUSN_STR,CDP Ex Clmt Change Integrated in Business Strategy,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,ClimateExposure,,ClimateChange,,True,True,1582.0,Yearly,246.0,939.0,904.0,1770.0,Yearly
ES637,20953,CDP_EX_CL_CHG_NOT_INT_IN_BUS_STR,CDP Ex Clmt Change Not Integrated in Busn Strategy,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,ClimateExposure,,ClimateChange,,True,True,1598.0,Yearly,30.0,89.0,104.0,127.0,Yearly
ES638,20954,CDP_INTERNAL_PRICE_CARBON,CDP Internal Price of Carbon,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,ClimateExposure,,ClimateChange,,True,True,174.0,Yearly,,,,,
ES639,20955,CDP_DESC_INTERNAL_PX_CARBON,CDP Description Internal Price Carbon,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,ClimateExposure,,ClimateChange,,True,True,1434.0,Yearly,,,,,
ES640,20956,CDP_EMISS_RED_TGT_REACHED_OR_CP,CDP Emissions Reduction Target Reached or Cmpl,True,False,True,True,False,False,False,False,False,False,False,False,True,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,465.0,Yearly,556.0,1961.0,2150.0,1981.0,Yearly
ES641,20957,CDP_EMISSIONS_SCOPE_ABS_TARGET,CDP Emissions Scope Absolute Target,True,False,True,True,False,False,False,False,False,False,True,False,True,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,361.0,Yearly,370.0,1184.0,1194.0,1022.0,Yearly
ES642,20958,CDP_EMISSIONS_%_CVRD_ABS_TARGET,CDP Emissions Percentage Covered Absolute Target,True,False,True,True,False,False,False,False,False,False,True,False,True,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,369.0,Yearly,367.0,1184.0,1195.0,1019.0,Yearly
ES643,20959,CDP_EMISSIONS_REDUCT_ABS_TARGET,CDP Emissions Reduction Absolute Target,True,False,True,True,False,False,False,False,False,False,False,False,True,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,273.0,Yearly,367.0,1184.0,1195.0,1014.0,Yearly
ES644,20960,CDP_BASE_YEAR_ABSOLUTE_TARGET,CDP Base Year Absolute Target,True,False,True,True,False,False,False,False,False,False,False,False,True,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,626.0,Yearly,367.0,1184.0,1195.0,1021.0,Yearly
ES645,20961,CDP_BASE_YR_EMISSIONS_ABS_TARGET,CDP Base Year Emissions Absolute Target,True,False,True,True,False,False,False,False,False,False,False,False,True,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,890.0,Yearly,367.0,1184.0,1195.0,1010.0,Yearly
ES646,20962,CDP_TARGET_YEAR_ABSOLUTE_TARGET,CDP Target Year Absolute Target,True,False,True,True,False,False,False,False,False,False,False,False,True,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,176.0,Yearly,367.0,1184.0,1195.0,1020.0,Yearly
ES647,20963,CDP_EMISS_SCOPE_INTENS_TARGET,CDP Emissions Scope Intensity Target,True,False,True,True,False,False,False,False,False,False,False,False,True,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,972.0,Yearly,251.0,869.0,1011.0,1037.0,Yearly
ES648,20964,CDP_EMISS_%_CVRD_INTENS_TARGET,CDP Emissions Percentage Covered Intensity Target,True,False,True,True,False,False,False,False,False,False,True,False,True,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,1018.0,Yearly,249.0,864.0,1012.0,1025.0,Yearly
ES649,20965,CDP_EMISS_REDUCT_INTENS_TARGET,CDP Emissions Reduction Intensity Target,True,False,True,True,False,False,False,False,False,False,False,False,True,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,478.0,Yearly,249.0,864.0,1012.0,1027.0,Yearly
ES650,20966,CDP_METRIC_DENOM_INTENS_TARGET,CDP Metric Denominator Intensity Target,True,False,True,True,False,False,False,False,False,False,False,False,True,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,1395.0,Yearly,248.0,861.0,976.0,1037.0,Yearly
ES651,20967,CDP_BASE_YEAR_INTENSITY_TARGET,CDP Base Year Intensity Target,True,False,True,True,False,False,False,False,False,False,False,False,True,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,795.0,Yearly,249.0,863.0,1012.0,1036.0,Yearly
ES652,20968,CDP_BASE_YR_EMISS_INTENS_TARGET,CDP Base Year Emissions Intensity Target,True,False,True,True,False,False,False,False,False,False,False,False,True,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,1282.0,Yearly,249.0,864.0,1012.0,1008.0,Yearly
ES653,20969,CDP_TARGET_YEAR_INTENSITY_TARGET,CDP Target Year Intensity Target,True,False,True,True,False,False,False,False,False,False,False,False,True,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,521.0,Yearly,249.0,864.0,1012.0,1029.0,Yearly
ES654,20970,CDP_%_CHG_IN_ABS_SC_1_&_2_E_IN_T,CDP % Chg in Abs Scope 1 & 2 Emiss Intens Target,True,False,True,True,False,False,False,False,False,False,False,False,True,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,1438.0,Yearly,232.0,800.0,904.0,948.0,Yearly
ES655,20971,CDP_%_CHG_IN_ABS_SC_3_EM_INT_TGT,CDP % Chg in Absolute Scope 3 Emiss Intens Target,True,False,True,True,False,False,False,False,False,False,False,False,True,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,1441.0,Yearly,204.0,733.0,814.0,896.0,Yearly
ES656,20972,CDP_%_TM_COMPLETE_ABS_TARGET,CDP Percentage Time Complete Absolute Target,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,1589.0,Yearly,,,,,
ES657,20973,CDP_%_EMISS_REDUCED_ABS_TARGET,CDP Percentage Emissions Reduced Absolute Target,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,843.0,Yearly,361.0,1138.0,1141.0,999.0,Yearly
ES658,20974,CDP_COMP_CMTS_ON_COMP_ABS_TGT,CDP Company Comments on Completion Absolute Target,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,1585.0,Yearly,361.0,1159.0,1169.0,0.0,Yearly
ES659,20975,CDP_%_TM_COMPLETE_INTENS_TARGET,CDP Percentage Time Complete Intensity Target,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,1578.0,Yearly,,,,,
ES660,20976,CDP_%_EMISS_REDUCED_INTENS_TGT,CDP Percentage Emissions Reduced Intensity Target,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,1495.0,Yearly,234.0,823.0,957.0,988.0,Yearly
ES661,20977,CDP_COMP_CMTS_ON_COMP_INT_TGT,CDP Comp Comments on Completion Intensity Target,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,1538.0,Yearly,245.0,848.0,986.0,0.0,Yearly
ES662,20978,CDP_RENEW_ENR_PRO_AND/OR_CON_TGT,CDP Renewable Energy Prod and/or Consumpt Target,True,False,True,True,False,False,False,False,False,False,False,False,True,CDP,EnergyManagement,EnergyProduction,Energy,,True,True,1155.0,Yearly,261.0,1014.0,1011.0,972.0,Yearly
ES663,20979,CDP_%_TM_CMP_RENEW_PROD_TARGET,CDP % Tm Complete Renewable Production Target,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyProduction,,Energy,,True,True,1581.0,Yearly,,,,,
ES664,20980,CDP_%_RENEW_PROD_ACH_RNW_PRO_TGT,CDP % Renewable Prod Achieved Renew Prod Target,True,False,True,True,False,False,False,False,False,False,False,False,True,CDP,EnergyProduction,,Energy,,True,True,1487.0,Yearly,30.0,99.0,105.0,77.0,Yearly
ES665,20981,CDP_COMP_CMTS_ON_COMP_RNW_PRO_T,CDP Comp Comments on Completion Renew Prod Target,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyProduction,,Energy,,True,True,1572.0,Yearly,,,,,
ES666,20982,CDP_%_TM_CMP_RENEW_CONSUMPT_TGT,CDP % Tm Complete Renewable Consumption Target,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyManagement,,Energy,,True,True,1583.0,Yearly,,,,,
ES667,20983,CDP_%_RENEW_CONS_ACH_RNW_CON_TGT,CDP % Renew Consumpt Achieved Renew Consumpt Tgt,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyManagement,,Energy,,True,True,1465.0,Yearly,115.0,397.0,382.0,272.0,Yearly
ES668,20984,CDP_COMP_CMTS_ON_COMP_RNW_CON_T,CDP Comp Comments on Comp Renew Consumpt Target,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyManagement,,Energy,,True,True,1571.0,Yearly,,,,,
ES669,20985,CDP_BASE_YR_RENEW_PROD_TARGET,CDP Base Year Renewable Production Target,True,False,True,True,False,False,False,False,False,False,False,False,True,CDP,EnergyProduction,,Energy,,True,True,1484.0,Yearly,32.0,105.0,110.0,83.0,Yearly
ES670,20986,CDP_BASE_YR_ENR_PROD_RNW_PRO_TGT,CDP Base Yr Energy Production Renew Prod Target,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyProduction,,Energy,,True,True,1601.0,Yearly,,,,,
ES671,20987,CDP_%_RNW_ENR_DUR_BS_Y_RNW_PRO_T,CDP % Renew Enrgy Dur Base Yr Renew Prod Target,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyProduction,,Energy,,True,True,1593.0,Yearly,,,,,
ES672,20988,CDP_TARGET_YR_RENEW_PROD_TARGET,CDP Target Year Renewable Production Target,True,False,True,True,False,False,False,False,False,False,False,False,True,CDP,EnergyProduction,,Energy,,True,True,1490.0,Yearly,32.0,105.0,110.0,83.0,Yearly
ES673,20989,CDP_%_RNW_ENR_DUR_T_YR_RNW_PRO_T,CDP % Renew Enrgy Dur Target Yr Renew Prod Target,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyProduction,,Energy,,True,True,1596.0,Yearly,,,,,
ES674,20990,CDP_ENRGY_TYP_RENEW_CONSUMPT_TGT,CDP Energy Type Renewable Consumption Target,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyManagement,,Energy,,True,True,1573.0,Yearly,,,,,
ES675,20991,CDP_BASE_YR_RENEW_CONSUMPT_TGT,CDP Base Year Renewable Consumption Target,True,False,True,True,False,False,False,False,False,False,False,False,True,CDP,EnergyManagement,,Energy,,True,True,949.0,Yearly,119.0,407.0,392.0,280.0,Yearly
ES676,20992,CDP_BASE_YR_ENR_CONS_RNW_CON_TGT,CDP Base Yr Energy Consumpt Renew Consumpt Target,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyManagement,,Energy,,True,True,1597.0,Yearly,,,,,
ES677,20993,CDP_%_RNW_ENR_DUR_BS_Y_RNW_CON_T,CDP % Renew Enrgy Dur Base Yr Renew Consumpt Tgt,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyManagement,,Energy,,True,True,1599.0,Yearly,,,,,
ES678,20994,CDP_TARGET_YR_RENEW_CONSUMPT_TGT,CDP Target Year Renewable Consumption Target,True,False,True,True,False,False,False,False,False,False,False,False,True,CDP,EnergyManagement,,Energy,,True,True,1281.0,Yearly,119.0,407.0,393.0,280.0,Yearly
ES679,20995,CDP_%_RNW_ENR_DUR_T_YR_RNW_CON_T,CDP % Renew Enrgy Dur Target Yr Renew Consumpt Tgt,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyManagement,,Energy,,True,True,1602.0,Yearly,,,,,
ES680,20996,CDP_3RD_PTY_AVD_EM_FR_G_&_S,CDP 3rd Party Avoided Emissions From Goods & Srvcs,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,1300.0,Yearly,532.0,1886.0,2076.0,1887.0,Yearly
ES681,20997,CDP_DES_G_&_S_TH_ENB_3RD_P_AVD_E,CDP Desc Goods & Srvcs That Enable 3rd Prty Avd Em,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,1406.0,Yearly,401.0,1409.0,1498.0,1099.0,Yearly
ES684,20998,CDP_EMISSION_REDUCT_ACT_PLAN_IMP,CDP Emission Reduction Act Planned Implemented,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,475.0,Yearly,548.0,1938.0,2121.0,1946.0,Yearly
ES685,20999,CDP_A_CO2_EQ_SVGS_FR_E_RED_P_CO,CDP Ann CO2 Equiv Savings Fr Em Red Pro Commenced,True,False,True,True,False,False,False,False,False,False,True,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,745.0,Yearly,412.0,1376.0,1531.0,1366.0,Yearly
ES686,21000,CDP_#_EMISSION_REDUCT_PRO_IMP,CDP Number Emission Reduction Projects Implemented,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,1112.0,Yearly,483.0,1610.0,1785.0,1630.0,Yearly
ES687,21001,CDP_A_CO2_EQV_SA_FR_E_RED_P_IMP,CDP Ann CO2 Equiv Savings Fr Emission Red Pro Imp,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,752.0,Yearly,463.0,1544.0,1709.0,1555.0,Yearly
ES688,21002,CDP_EX_WHY_NOT_EXP_TO_REG_RISKS,CDP Ex Why Not Exposed to Regulatory Risks,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,ClimateExposure,,ClimateChange,,True,True,1594.0,Yearly,,,,,
ES689,21003,CDP_EX_WHY_NOT_EXP_TO_PHYS_RISKS,CDP Ex Why Not Exposed to Physical Risks,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,ClimateExposure,,ClimateChange,,True,True,1584.0,Yearly,,,,,
ES690,21004,CDP_EX_WHY_NOT_EXP_TO_OTH_RISKS,CDP Ex Why Not Exposed to Other Risks,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,ClimateExposure,,ClimateChange,,True,True,1600.0,Yearly,,,,,
ES691,21005,CDP_EX_WHY_NOT_EXP_TO_REGUL_OPP,CDP Ex Why Not Exposed to Regulatory Opportunities,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,ClimateExposure,,ClimateChange,,True,True,1388.0,Yearly,,,,,
ES692,21006,CDP_EX_WHY_NOT_EXP_TO_PHYS_OPP,CDP Ex Why Not Exposed to Physical Opportunities,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,ClimateExposure,,ClimateChange,,True,True,1386.0,Yearly,,,,,
ES693,21007,CDP_EX_WHY_NOT_EXP_TO_OTH_OPPORT,CDP Ex Why Not Exposed to Other Opportunities,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,ClimateExposure,,ClimateChange,,True,True,1387.0,Yearly,,,,,
ES694,21008,CDP_LOCATION_BASED_SCOPE_2_EMISS,CDP Location Based Scope 2 Emissions,True,False,True,True,False,False,False,False,False,False,False,False,True,CDP,EnergyManagement,GHGEmissionsManagement,ClimateChange,Energy,True,True,165.0,Yearly,501.0,1837.0,1974.0,1787.0,Yearly
ES695,21009,CDP_MKT_BASED_SCOPE_2_EMISSIONS,CDP Market Based Scope 2 Emissions,True,False,True,True,False,False,False,False,False,False,False,False,True,CDP,EnergyManagement,GHGEmissionsManagement,ClimateChange,Energy,True,True,181.0,Yearly,393.0,1199.0,1304.0,1106.0,Yearly
ES696,21010,CDP_TYPE_SCOPE_1_VERIFICATION,CDP Type Scope 1 Verification,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,1534.0,Yearly,374.0,1391.0,1470.0,1298.0,Yearly
ES697,21011,CDP_SCOPE_1_VERIFICATION_STD,CDP Scope 1 Verification Standard,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,821.0,Yearly,371.0,1380.0,1461.0,1293.0,Yearly
ES698,21012,CDP_SCOPE_2_VERIF_MKT_OR_LOC_BSD,CDP Scope 2 Verification Market or Location Based,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyManagement,GHGEmissionsManagement,ClimateChange,Energy,True,True,1330.0,Yearly,369.0,1340.0,1407.0,1239.0,Yearly
ES699,21013,CDP_TYPE_SCOPE_2_VERIFICATION,CDP Type Scope 2 Verification,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyManagement,GHGEmissionsManagement,ClimateChange,Energy,True,True,1519.0,Yearly,366.0,1335.0,1403.0,1238.0,Yearly
ES703,21014,CDP_SCOPE_2_VERIFICATION_STD,CDP Scope 2 Verification Standard,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyManagement,GHGEmissionsManagement,ClimateChange,Energy,True,True,816.0,Yearly,366.0,1329.0,1401.0,1230.0,Yearly
ES704,21015,CDP_EMISSIONS_FROM_NF3,CDP Emissions from NF3,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,1295.0,Yearly,69.0,104.0,141.0,116.0,Yearly
ES705,21016,CDP_TOTAL_FUEL_CONSUMPTION,CDP Total Fuel Consumption,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyManagement,,Energy,,True,True,772.0,Yearly,500.0,1711.0,1874.0,1707.0,Yearly
ES706,21017,CDP_LOW_CARBON_ENERGY_PURCHASES,CDP Low Carbon Energy Purchases,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyManagement,,Energy,,True,True,832.0,Yearly,269.0,792.0,847.0,1071.0,Yearly
ES707,21018,CDP_TOT_ELECTRICITY_CONSUMPTION,CDP Total Electricity Consumption,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyManagement,,Energy,,True,True,629.0,Yearly,518.0,1846.0,2013.0,1845.0,Yearly
ES708,21019,CDP_TOTAL_ELECTRICITY_PRODUCTION,CDP Total Electricity Production,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyProduction,,Energy,,True,True,845.0,Yearly,311.0,860.0,984.0,1018.0,Yearly
ES709,21020,CDP_TOT_RENEWABLE_ELECT_PROD,CDP Total Renewable Electricity Production,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyManagement,EnergyProduction,Energy,,True,True,755.0,Yearly,308.0,843.0,951.0,997.0,Yearly
ES710,21021,CDP_TOT_PROD_&_CONS_RENEW_ELEC,CDP Tot Production & Consumption Renewable Elect,True,False,True,True,False,False,False,False,False,False,True,False,False,CDP,EnergyManagement,EnergyProduction,Energy,,True,True,657.0,Yearly,305.0,840.0,951.0,986.0,Yearly
ES711,21022,CDP_REVENUE_EMISSION_INTENSITY,CDP Revenue Emission Intensity,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,736.0,Yearly,446.0,1590.0,1698.0,1502.0,Yearly
ES712,21023,CDP_TOT_REV_IN_EMISSION_INTENS,CDP Total Revenue in Emission Intensity,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,1362.0,Yearly,445.0,1591.0,1700.0,1505.0,Yearly
ES713,21024,CDP_REV_CURNCY_IN_EMISSION_INT,CDP Revenue Currency in Emission Intensity,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,1462.0,Yearly,561.0,1968.0,2152.0,1511.0,Yearly
ES714,21025,CDP_MKT_OR_LOC_BSD_SC_2_IN_EM_IN,CDP Mkt or Loc Based Scope 2 in Emission Intens,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyManagement,GHGEmissionsManagement,ClimateChange,Energy,True,True,1535.0,Yearly,451.0,1595.0,1701.0,1495.0,Yearly
ES715,21026,CDP_%_CHG_IN_REV_EMISSION_INTENS,CDP Percentage Change in Rev Emission Intensity,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,1076.0,Yearly,438.0,1553.0,1657.0,1471.0,Yearly
ES717,21028,CDP_COMP_SELECTED_EMISSION_INT,CDP Company Selected Emission Intensity,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,779.0,Yearly,203.0,982.0,1089.0,1073.0,Yearly
ES718,21029,CDP_U_DENOM_IN_COMP_SEL_EM_INT,CDP Unit Denom in Comp Selected Emission Intensity,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,1413.0,Yearly,205.0,986.0,1090.0,1078.0,Yearly
ES719,21030,CDP_DENOM_VAL_IN_COMP_SEL_EM_INT,CDP Denom Val in Comp Selected Emission Intensity,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,1567.0,Yearly,200.0,975.0,1081.0,1069.0,Yearly
ES720,21031,CDP_M_OR_L_B_SC_2_IN_CO_SEL_E_IN,CDP Mkt or Loc Bsd Scope 2 in Comp Selected Em Int,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,EnergyManagement,GHGEmissionsManagement,ClimateChange,Energy,True,True,1536.0,Yearly,205.0,986.0,1083.0,1066.0,Yearly
ES721,21032,CDP_%_CHG_IN_COMP_SEL_EM_INT,CDP % Chg in Comp Selected Emission Intensity,True,False,True,True,False,False,False,False,False,False,False,False,False,CDP,GHGEmissionsManagement,,ClimateChange,,True,True,1537.0,Yearly,200.0,959.0,1060.0,1056.0,Yearly
